"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactiontype_Code","Transactiontype_ItemName_ENG","Transactiontype_SortOrder","Transactiontype_Hierarchy","Transactiontype_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"2647",0.4,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2648",320,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2649",4.8,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2650",162,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2651",1130,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2652",0,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2653",244,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2654",4810,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2655",9.1,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2656",1054,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2657",2210,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2658",0,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2659",280,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2660",90,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2661",2.5,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2662",45,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2663",220,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2664",1.6,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2665",46,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2666",1400,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2667",10.7,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2668",260,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"2669",910,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2670",2.9,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2671",98,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"2672",410,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2673",7.3,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2674",207,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"2675",1340,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2676",1.6,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2677",289,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"2678",6200,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2679",19.7,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2680",1314,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"2681",3120,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2682",2.9,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2683",378,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"2684",2.3,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"2685",0,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2686",0,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2687",1.1,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2688",8.3,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"2689",2.9,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2690",1.6,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2691",1.4,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2692",7.6,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"2693",3.3,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"2694",1.4,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"2695",0.9,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"2696",260,"C","Number of transactions","101","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2697",3.9,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2698",132,"V","Property value taxed (£ million)","103","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"2699",790,"C","Number of transactions","101","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2700",0,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2701",171,"V","Property value taxed (£ million)","103","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"2702",3650,"C","Number of transactions","101","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2703",7.6,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"2704",797,"V","Property value taxed (£ million)","103","0","","202021Feb","February 2020-21","342","202021Q4","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
